voyageid,yearam,rig,shipname,captaina,slaximp,mjselimp,tslavesd,arrport,sla1port,slaarriv,sladvoy,vymrtimp,vymrtrat,slamimp,fate,fate2,fate3,fate4,sladamer,adpsale1,adpsale2,captainb,placcons,placreg,yrcons,yrreg,regarr,regdis1,regdis2,regdis3,regem1,regem2,regisreg,constreg,portdep,datedepa,datedepb,datedepc,crew,crew2,crew3,d1slatra,d1slatrb,d1slatrc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,date_buy1,date_leftafr,date_land1,date_land2,date_land3,dlslatra,dlslatrb,dlslatrc,voyage,voy2imp,guns,majbuypt,mjbyptimp,majbyimp,majbyimp1,majselpt,mjslptimp,mjselimp1,national,natinimp,ncar13,ncar15,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,resistance,slas32,slas36,slas39,sourcea,sourceb,sourcec,sourced,sourcee,tonnage,men1,women1,boy1,girl1,infant1,adult1,child1,male1,female1,adlt1imp,chil1imp,male1imp,feml1imp,slavema1,slavemx1,slavmax1,menrat1,womrat1,boyrat1,girlrat1,malrat1,chilrat1,men3,women3,boy3,girl3,infant3,adult3,child3,male3,female3,adlt3imp,chil3imp,male3imp,feml3imp,slavema3,slavemx3,slavmax3,menrat3,womrat3,boyrat3,girlrat3,malrat3,chilrat3,men7,women7,boy7,girl7,infant7,adult7,child7,male7,female7,slavema7,slavemx7,slavmax7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,year5,year10,year25,year100,voyageID2,AFRINFO,Other_Cargo,COMMENTS,filter_$
106999,1774,Brig,Hermione,"Trail, Donald",9,North Carolina, , ,Brunswick,8, , , ,8,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Massachusetts, port unspecified",Whitby,1764,1765, ,North Carolina, , ,Jamaica, ,England,Massachusetts, , , , , , , , , , ,31,1,1774, , , , , , , , ,1/31/1774, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Brunswick,Brunswick,Mainland North America,Great Britain,Great Britain, , , ,"Brown, Jonas", , , , , , , , , , , ,"Minchinton, 40", , , , ,130, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1771-75,years 1771-1780,years 1751-75,1700, , , , ,Selected
107003,1774,Brig,Mary,"Spears, Robert",3,North Carolina, , ,Brunswick,2, , , ,2,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Massachusetts, port unspecified",Kingston (Jamaica),1763,1774, ,North Carolina, , ,Jamaica, ,Jamaica,Massachusetts, , , , , , ,9, , , ,12,3,1774, , , , , , , , ,3/12/1774, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Brunswick,Brunswick,Mainland North America,Great Britain,Great Britain, , , ,"Spears, Robert", , , , , , , , , , , ,"Minchinton, 41", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1771-75,years 1771-1780,years 1751-75,1700, , , , ,Selected
107004,1774, ,Arthur and Polly,"Thatcher, Jonathan",9,North Carolina, , ,Brunswick,8, , , ,8,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Massachusetts, port unspecified",Boston,1771,1773, ,North Carolina, , ,Jamaica, ,Massachusetts,Massachusetts, , , , , , ,5, , , ,17,3,1774, , , , , , , , ,3/17/1774, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Brunswick,Brunswick,Mainland North America,Great Britain,Great Britain, , , ,"Mabion, Arthur", , , , , , , , , , , ,"Minchinton, 41", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1771-75,years 1771-1780,years 1751-75,1700, , , , ,Selected
107005,1774,Brig,Ranger,"Watson, William",22,North Carolina, , ,Brunswick,21, , , ,21,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Virginia, port unspecified","Montego Bay, Jamaica",1762,1774, ,North Carolina, , ,Jamaica, ,Jamaica,Virginia, , , , , , ,6, , , ,11,5,1774, , , , , , , , ,5/11/1774, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Brunswick,Brunswick,Mainland North America,Great Britain,Great Britain, , , ,"Livingston, Muscoe", , , , , , , , , , , ,"Minchinton, 41", , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1771-75,years 1771-1780,years 1751-75,1700, , , , ,Selected
107010,1774,Sloop,Molly,"Hawkins, Abraham",4,North Carolina, , ,Brunswick,3, , , ,3,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Virginia, port unspecified",Brunswick,1765,1773, ,North Carolina, , ,Jamaica, ,North Carolina,Virginia, , , , , , ,5, , , ,5,8,1774, , , , , , , , ,8/5/1774, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Brunswick,Brunswick,Mainland North America,Great Britain,Great Britain, , , ,"McDonnell, John", , , , , , , , , , , ,"Minchinton, 41", , , , ,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1771-75,years 1771-1780,years 1751-75,1700, , , , ,Selected
107011,1774,Brig,Ranger,"Watson, William",31,North Carolina, , ,Brunswick,30, , , ,30,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Virginia, port unspecified","Montego Bay, Jamaica",1762,1774, ,North Carolina, , ,Jamaica, ,Jamaica,Virginia, , , , , , ,6, , , ,12,8,1774, , , , , , , , ,8/12/1774, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Brunswick,Brunswick,Mainland North America,Great Britain,Great Britain, , , ,"Livingston, Muscoe", , , , , , , , , , , ,"Minchinton, 41", , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1771-75,years 1771-1780,years 1751-75,1700, , , , ,Selected
107012,1774,Schooner,Britania,"Paxton, William",21,North Carolina, , ,Brunswick,20, , , ,20,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Massachusetts, port unspecified","Virginia, port unspecified",1771,1774, ,North Carolina, , ,Jamaica, ,Virginia,Massachusetts, , , , , , ,6, , , ,13,8,1774, , , , , , , , ,8/13/1774, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Brunswick,Brunswick,Mainland North America,Great Britain,Great Britain, , , ,"Livingston, Muscoe", , , , , , , , , , , ,"Minchinton, 41", , , , ,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1771-75,years 1771-1780,years 1751-75,1700, , , , ,Selected
107014,1774,Ship,Prince of Wales,"Sergent, Robert",9,North Carolina, , ,Brunswick,8, , , ,8,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Massachusetts, port unspecified",London,1761,1773, ,North Carolina, , ,Jamaica, ,England,Massachusetts, , , , , , ,11, , , ,7,11,1774, , , , , , , , ,11/7/1774, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Brunswick,Brunswick,Mainland North America,Great Britain,Great Britain, , , ,"Batchellor, Richard", , , , , , , , , , , ,"Minchinton, 42", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1771-75,years 1771-1780,years 1751-75,1700, , , , ,Selected
107024,1776,Sloop,Morning Star,"Miller, David",8,Honduras, ,Mosquito Shore,Mosquito Shore, , , , ,7,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Honduras,Honduras, , ,Jamaica, , , , , , , , , , , , , ,18,2,1776, , , , , , , ,2/12/1776,2/18/1776, , ,12,2,1776, ,6, ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Mosquito Shore,Mosquito Shore,Caribbean,Great Britain,Great Britain, , , ,"Irving, Charles", , , , , , , , , , , ,"Equiano, 202-5", , , , ,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1776-80,years 1771-1780,years 1776-1800,1700, ,New Negroes, , ,Selected
107047,1765,Schooner,Juliana,"Sullivan, John",2,Georgia, , ,Savannah,1, , , ,1,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Jamaica, port unspecified",Savanna la Mar (Jamaica),1765,1765, ,Georgia, , ,Jamaica, ,Jamaica,Jamaica, , , , , , ,4, , , ,21,10,1765, , , , , , , , ,10/21/1765, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Savannah,Savannah,Mainland North America,Great Britain,Great Britain, , , ,"Downe, William", ,"Cornell, Arthur", , , , , , , , , ,"CO 5/710, 43", , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,"limes, rum, sugar", ,Selected
107049,1765,Brig,Nelly,"Campbell, Douglas",11,Georgia, , ,Savannah,10, , , ,10,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Yarmouth,Bristol,1761,1763, ,Georgia, , ,Jamaica, ,England,England, , , , , , ,8, , , ,14,12,1765, , , , , , , , ,12/14/1765, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Savannah,Savannah,Mainland North America,Great Britain,Great Britain, , , ,"Bonbonier, James","Warren, Peter","Gertrude, Robert","Campbell, Douglas", , , , , , , , ,"CO 5/710, 43", , , , ,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,rum, ,Selected
107054,1765,Ship,Hawke,"Duthie, Archibald",10,Georgia, , ,Savannah,9, , , ,9,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Prize (unknown place),London, ,1764, ,Georgia, , ,Jamaica, ,England,Non-geographical, , , , , , ,12, , , ,5,8,1765, , , , , , , , ,8/5/1765, , , , , , , ,2,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Savannah,Savannah,Mainland North America,Great Britain,Great Britain, , , ,"Robertson, William", , , , , , , , , , , ,"CO 5/710, 51", , , , ,245, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,no, ,Selected
107056,1765,Brigantine,Charlotte,"Alger, Preserved",31,Georgia, , ,Savannah,30, , , ,30,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Prize (unknown place),Savannah, ,1765, ,Georgia, , ,Jamaica, ,Georgia,Non-geographical, , , , , , ,8, , , ,27,8,1765, , , , , , , , ,8/27/1765, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Savannah,Savannah,Mainland North America,Great Britain,Great Britain, , , ,"Read, James","Mossman, James", , , , , , , , , , ,"CO 5/710, 51", , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,coffee, ,Selected
107066,1765, ,Adventure,"Fortune, Patrick",14,Georgia, , ,Sunbury,13, , , ,13,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Philadelphia,"Jamaica, port unspecified",1758,1764, ,Georgia, , ,Jamaica, ,Jamaica,Pennsylvania, , , , , , ,12, , , ,26,1,1765, , , , , , , , ,1/26/1765, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Sunbury,Sunbury,Mainland North America,Great Britain,Great Britain, , , ,McDonnel,Dromgold, , , , , , , , , , ,"CO 5/710, 67", , , , ,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, ,New Negroes,rum, ,Selected
107067,1764,Sloop,Sally,"Chalmers, George",6,Georgia, , ,Sunbury,5, , , ,5,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Newbury,Brunswick,1757,1763, ,Georgia, , ,Jamaica, ,North Carolina,Massachusetts, , , , , , ,8, , , ,20,10,1764, , , , , , , , ,10/20/1764, , , , , , , ,0,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean,Sunbury,Sunbury,Mainland North America,Great Britain,Great Britain, , , ,"Purvian, William", , , , , , , , , , , ,"CO 5/710, 75", , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, ,New Negroes,"rum, sugar", ,Selected
107070,1764, ,Recovery,"Wake, Joseph",5,Georgia, , ,Sunbury,4, , , ,4,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Virginia, port unspecified",Savannah,1747,1764, ,Georgia, , ,Jamaica, ,Georgia,Virginia, , , , , , ,9, , , ,19,8,1764, , , , , , , , ,8/19/1764, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Sunbury,Sunbury,Mainland North America,Great Britain,Great Britain, , , ,Simpson,Wake, , , , , , , , , , ,"CO 5/710, 85", , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,"rum, sugar, molasses, wine, etc.", ,Selected
107077,1764,Sloop,Betsey,"Benson, John",12,Georgia, , ,Savannah,11, , , ,11,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Prize (unknown place),"Jamaica, port unspecified", ,1764, ,Georgia, , ,Jamaica, ,Jamaica,Non-geographical, , , , , , ,9, , , ,30,8,1764, , , , , , , , ,8/30/1764, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Savannah,Savannah,Mainland North America,Great Britain,Great Britain, , , ,"Buchanon, John","Montaigut, John", , , , , , , , , , ,"CO 5/710, 93", , , , ,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,"rum, sugar", ,Selected
107081,1764,Ship,Albemarle,"Tatem, William",6,Georgia, , ,Savannah,5, , , ,5,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Prize (unknown place),"Jamaica, port unspecified", ,1764, ,Georgia, , ,Jamaica, ,Jamaica,Non-geographical, , , , , , ,17, , , ,24,9,1764, , , , , , , , ,9/24/1764, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Savannah,Savannah,Mainland North America,Great Britain,Great Britain, , , ,"Hall, Charles","Neylor, Jeremiah", , , , , , , , , , ,"CO 5/710, 93", , , , ,125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,"rum, molasses", ,Selected
107083,1764,Ship,Brotherly Love,"Bell, Elisha",16,Georgia, , ,Savannah,15, , , ,15,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,River Thames,London,1750,1762, ,Georgia, , ,Jamaica, ,England,England, , , , , , ,13, , , ,6,2,1764, , , , , , , , ,2/6/1764, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Savannah,Savannah,Mainland North America,Great Britain,Great Britain, , , ,"Bell, George","Bell, Elisha", , , , , , , , , , ,"CO 5/710, 99", , , , ,190, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,"rum, sugar", ,Selected
107085,1764,Sloop,Cecilia,"Wilson, Andrew",7,Georgia, , ,Savannah,6, , , ,6,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Prize (unknown place),"Jamaica, port unspecified", ,1761, ,Georgia, , ,Jamaica, ,Jamaica,Non-geographical, , , , , , ,12, , , ,16,4,1764, , , , , , , , ,4/16/1764, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Savannah,Savannah,Mainland North America,Great Britain,Great Britain, , , ,"Hall, Charles","Neylor, Jeremiah", , , , , , , , , , ,"CO 5/710, 101", , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1761-65,years 1761-70,years 1751-75,1700, , ,"rum, sugar", ,Selected
107141,1726,Sloop,Mary,"Lawrence, Dennis",5,New Jersey, , ,Perth Amboy,4, , , ,4,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,New York,New York,1724,1724, ,New Jersey, , ,Jamaica, ,New York,New York, , , , , , ,8, , , ,15,6,1726, , , , , , , , ,6/15/1726, , , , , , , ,4,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Perth Amboy,Perth Amboy,Mainland North America,Great Britain,Great Britain, , , ,"Walton, William","Walton, John", , , , , , , , , , ,"CO 5/1035, 29", , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , ,"rum, molasses, European goods", ,Selected
107143,1726,Sloop,Anne,"Garritts, Garrit",4,New Jersey, , ,Perth Amboy,3, , , ,3,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Rhode Island, port unspecified","Rhode Island, port unspecified",1720,1724, ,New Jersey, , ,Jamaica, ,Rhode Island,Rhode Island, , , , , , ,8, , , ,25,7,1726, , , , , , , , ,7/25/1726, , , , , , , ,4,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Perth Amboy,Perth Amboy,Mainland North America,Great Britain,Great Britain, , , ,"Hopkins, Thomas", , , , , , , , , , , ,"CO 5/1035, 31", , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , ,sugar, ,Selected
107144,1726,Sloop,Lark,"Foy, James",2,New Jersey, , ,Perth Amboy,1, , , ,1,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"New Jersey, port unspecified","New Jersey, port unspecified",1724,1724, ,New Jersey, , ,Jamaica, ,New Jersey,New Jersey, , , , , , ,6, , , ,12,8,1726, , , , , , , , ,8/12/1726, , , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Perth Amboy,Perth Amboy,Mainland North America,Great Britain,Great Britain, , , ,"Parker, John","Johnston, Andrew", , , , , , , , , , ,"CO 5/1035, 34", , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , ,sugar, ,Selected
107148,1727,Sloop,Westmorland,"Emmet, John",5,New Jersey, , ,Perth Amboy,4, , , ,4,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"New Jersey, port unspecified",New York,1726,1727, ,New Jersey, , ,Jamaica, ,New York,New Jersey, , , , , , ,8, , , ,9,9,1727, , , , , , , , ,9/9/1727, , , , , , , ,5,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Perth Amboy,Perth Amboy,Mainland North America,Great Britain,Great Britain, , , ,"Emmet, John","Richols, William","Johnston, Edward","Vaughan, Edward", , , , , , , , ,"CO 5/1035, 42", , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , ,"rum, sugar, molasses", ,Selected
107149,1734,Brigantine,Hope,"Bedford, John",33,New Jersey, , ,Perth Amboy,32, , , ,32,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, ,New York, , ,New York,New York,1719,1721, ,New Jersey,New York, ,Jamaica, ,New York,New York, , , , , , ,8, , , ,6,5,1734,8,5,1734, , , , , ,5/6/1734,5/8/1734, , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Perth Amboy,Perth Amboy,Mainland North America,Great Britain,Great Britain, , , ,"Vanhorn, Abraham","D'herriett, Benjamin", , , , , , , ,30,2, ,"CO 5/1035, 67","CO 5/1225, 122", , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , ,"rum, sugar, molasses", ,Selected
